1 server,4 servers
,1.0572230668022329
,1.0584243849010233
,1.059645301339995
,1.0608860869906156
,1.0621470173039094
,1.0634283724223108
,1.0647304372945983
,1.066053501794008
,1.0673978608396333
,1.0687638145212148
,1.0701516682274375
,1.0715617327778446
,1.0729943245584976
,1.0744497656614997
,1.0759283840285188
,1.0774305135984414
,1.078956494459304
,1.0805066730046389
,1.082081402094398
,1.0836810412206028
,1.085305956677891
,1.0869565217391304
,1.0886331168362728
,1.0903361297466423
,1.0920659557848422
,1.0938229980004854
,1.0956076673819577
,1.0974203830664293
,1.099261572556342
,1.1011316719426092
,1.1030311261347738
,1.1049603890983803
,1.1069199240998282
,1.1089102039589855
,1.110931711309854
,1.1129849388695878
,1.1150703897161809
,1.1171885775751578
,1.1193400271156033
,1.1215252742559034
,1.1237448664795586
,1.125999363161473
,1.1282893359051238
,1.1306153688910403
,1.132978059237038
,1.1353780173706813
,1.1378158674144558
,1.14029224758417
,1.142807810601115
,1.1453632241185494
,1.1479591711630874
,1.1505963505916148
,1.153275477564365
,1.155997284034838
,1.1587625192572641
,1.1615719503123518
,1.1644263626520996
,1.167326560664483
,1.1702733682588702
,1.1732676294730653
,1.1763102091029172
,1.1794019933554818
,1.1825438905267784
,1.1857368317052248
,1.1889817715019018
,1.192279688808845
,1.1956315875866403
,1.1990384976826431
,1.2025014756812322
,1.2060216057875697
,1.2096000007464225
,1.21323780279768
,1.2169361846702955
,1.2206963506164656
,1.2245195374879667
,1.22840701585667
,1.232360091181367
,1.2363801050231584
,1.2404684363117833
,1.2446265026654018
,1.2488557617664822
,1.2531577127966036
,1.2575338979331343
,1.2619859039109338
,1.2665153636523911
,1.2711239579693292
,1.2758134173404896
,1.280585523768557
,1.2854421127209046
,1.2903850751585006
,1.2954163596576913
,1.3005379746298562
,1.305751990644254
,1.3110605428596969
,1.316465833571053
,1.3219701348769648
,1.3275757914755566
,1.3332852235953738
,1.33910093006924
,1.3450254915592337
,1.351061573941533
,1.3572119318604479
,1.3634794124615985
,1.3698669593148634
,1.3763776165384525
,1.383014533136245
,1.389780967561372
,1.3966802925199358
,1.4037160000297448
,1.4108917067499989
,1.4182111595990194
,1.4256782416783476
,1.4332969785228906
,1.4410715446982487
,1.4490062707679359
,1.4571056506549198
,1.4653743494237763
,1.473817211511758
,1.4824392694393
,1.491245753032854
,1.5002420991955674
,1.509433962264151
,1.5188272249933914
,1.5284280102131305
,1.5382426932062496
,1.5482779148602286
,1.5585405956492795
,1.5690379505089107
,1.57977750467009
,1.5907671105260233
,1.6020149656109786
,1.6135296317776542
,1.6253200556673488
,1.6373955905757827
,1.649766019826855
,1.662441581777083
,1.6754329965850092
,1.6887514948926665
,1.702408848580346
,1.716417403771677
,1.7307901162834698
,1.7455405897342555
,1.7606831165470946
,1.7762327221064018
,1.7922052123555121
,1.8086172251519064
,1.8254862857308014
,1.8428308666657467
,1.860670452757436
,1.8790256113298751
,1.8979180684670236
,1.9173707917839562
,1.9374080803954703
,1.9580556628230508
,1.9793408036695757
,2.0012924199916746
,2.023941208414103
,2.047319784161039
,2.0714628333284115
,2.0964072798922055
,2.1221924691437763
,2.1488603694686312
,2.1764557946450527
,2.2050266491390746
,2.2346241992199354
,2.2653033731235626
,2.2971230939611225
,2.330146649617352
,2.3644421045241266
,2.400082758946313
,2.4371476623012014
,2.475722188076214
,2.515898679144659
,2.5577771737458925
,2.6014662241437536
,2.64708382206648
,2.6947584475385575
,2.7446302607350503
,2.79685246014112
,2.851592834734293
,2.9090355433152846
,2.9693831607384062
,3.032859038946581
,3.0997100408013156
,3.1702097172363914
,3.2446620139371087
,3.3234056134502103
,3.406819043548428
,3.495326714388526
,3.5894060876364255
,3.6895962331648553
,3.7965080970904794
,3.9108368942324367
,4.033377156097644
,4.1650411228627515
,4.306881379659586
,4.460118925568998
,4.626178259863125
,4.806731621180331
,5.0037552919296
,5.219601989667531
,5.457094975888369
,5.719651883379193
,6.011449819360107
,6.337648740320863
,6.704698592421125
,7.120769308050737
,7.596365086629992
,8.145222189625324
,8.785655633072691
,9.54264043965906
,10.451141642052626
,11.561664288453057
,12.949965952304204
,14.735094250331851
,17.11546187861895
,20.448211691970926
,25.447629402328566
,33.780381674006335
,50.44646850464494
,100.44588989187821
